ground_truth_id,true_name,country,rating,review_date,posting_hour,review_length,avg_word_length,exclamation_count,day_of_week
R00138,Anthony Garcia,GB,1,2021-03-20,19,106,5.21,0,Saturday
R00138,Anthony Garcia,GB,1,2022-08-11,20,41,5.57,3,Thursday
R00138,Anthony Garcia,GB,1,2023-08-26,18,76,4.87,3,Saturday
R00138,Anthony Garcia,GB,2,2021-10-12,19,119,5.33,1,Tuesday
R00139,Ronald Rivera,US,3,2023-08-19,14,44,3.54,2,Saturday
R00139,Ronald Rivera,US,3,2023-07-08,12,94,4.06,3,Saturday
R00139,Ronald Rivera,US,3,2024-06-14,23,114,3.56,3,Friday
R00139,Ronald Rivera,US,3,2021-01-11,16,126,3.42,1,Monday
R00139,Ronald Rivera,US,3,2021-06-12,8,88,3.84,1,Saturday
R00139,Ronald Rivera,US,3,2021-02-08,14,128,3.41,1,Monday
R00139,Ronald Rivera,US,3,2022-06-09,19,92,3.87,2,Thursday
R00139,Ronald Rivera,US,3,2022-03-18,13,179,3.43,1,Friday
R00139,Ronald Rivera,US,3,2021-11-03,12,74,3.47,0,Wednesday
R00139,Ronald Rivera,US,3,2024-01-29,16,77,3.91,3,Monday
R00139,Ronald Rivera,US,3,2024-05-31,14,106,3.26,2,Friday
R00139,Ronald Rivera,US,3,2023-12-17,21,112,3.89,1,Sunday
R00139,Ronald Rivera,US,3,2023-05-17,10,118,3.73,2,Wednesday
R00139,Ronald Rivera,US,3,2021-08-16,15,53,3.59,0,Monday
R00139,Ronald Rivera,US,3,2022-08-14,11,79,3.34,1,Sunday
R00140,Jessica Martin,GB,1,2021-09-07,15,248,4.41,1,Tuesday
R00140,Jessica Martin,GB,1,2021-04-08,19,136,5.47,1,Thursday
R00140,Jessica Martin,GB,1,2022-05-04,15,273,4.81,0,Wednesday
R00140,Jessica Martin,GB,3,2023-05-10,9,237,5.15,2,Wednesday
R00140,Jessica Martin,GB,1,2024-08-01,12,340,4.49,1,Thursday
R00140,Jessica Martin,GB,1,2024-06-29,16,261,3.99,1,Saturday
R00140,Jessica Martin,GB,3,2023-07-26,18,226,5.05,0,Wednesday
R00140,Jessica Martin,GB,1,2021-05-09,11,142,4.53,1,Sunday
R00141,Linda Young,AU,4,2024-05-07,7,145,4.68,0,Tuesday
R00141,Linda Young,AU,1,2024-01-03,8,435,4.35,1,Wednesday
R00141,Linda Young,AU,2,2021-02-03,8,709,4.26,1,Wednesday
R00141,Linda Young,AU,1,2024-07-18,11,422,4.53,0,Thursday
R00141,Linda Young,AU,3,2023-11-22,8,376,4.58,3,Wednesday
R00141,Linda Young,AU,2,2024-03-23,8,484,4.19,2,Saturday
R00141,Linda Young,AU,3,2022-05-11,10,372,4.75,2,Wednesday
R00141,Linda Young,AU,2,2021-10-22,10,408,4.17,2,Friday
R00142,Charles Ramirez,AU,4,2021-01-04,13,375,4.32,1,Monday
R00142,Charles Ramirez,AU,4,2024-06-13,18,371,4.48,3,Thursday
R00142,Charles Ramirez,AU,4,2022-12-24,19,545,4.76,1,Saturday
R00142,Charles Ramirez,AU,4,2022-05-08,19,303,4.16,3,Sunday
R00142,Charles Ramirez,AU,4,2024-03-14,15,412,4.3,0,Thursday
R00142,Charles Ramirez,AU,4,2023-05-04,20,280,4.98,4,Thursday
R00142,Charles Ramirez,AU,4,2022-01-19,16,423,4.64,1,Wednesday
R00142,Charles Ramirez,AU,4,2021-06-25,17,456,4.71,2,Friday
R00142,Charles Ramirez,AU,4,2023-12-09,14,304,4.1,1,Saturday
R00142,Charles Ramirez,AU,4,2023-01-09,19,312,4.09,1,Monday
R00142,Charles Ramirez,AU,4,2021-05-19,19,426,5.18,2,Wednesday
R00142,Charles Ramirez,AU,4,2023-12-14,12,285,4.84,2,Thursday
R00143,Paul Allen,IN,3,2023-11-06,19,121,3.53,3,Monday
R00143,Paul Allen,IN,3,2024-02-09,10,70,3.51,0,Friday
R00143,Paul Allen,IN,3,2021-02-11,10,44,3.05,1,Thursday
R00143,Paul Allen,IN,3,2023-03-11,10,66,3.45,0,Saturday
R00143,Paul Allen,IN,3,2023-08-21,10,54,3.42,2,Monday
R00143,Paul Allen,IN,3,2021-03-31,9,70,4.25,0,Wednesday
R00143,Paul Allen,IN,3,2024-07-25,10,78,3.74,2,Thursday
R00143,Paul Allen,IN,3,2023-03-04,4,52,3.57,2,Saturday
R00143,Paul Allen,IN,3,2023-02-04,15,109,3.88,2,Saturday
R00143,Paul Allen,IN,3,2022-06-04,2,116,3.98,3,Saturday
R00143,Paul Allen,IN,4,2021-02-03,17,84,3.27,0,Wednesday
R00143,Paul Allen,IN,3,2023-01-02,17,111,3.72,1,Monday
R00143,Paul Allen,IN,3,2021-05-19,13,45,3.65,2,Wednesday
R00143,Paul Allen,IN,4,2022-12-08,10,67,3.76,2,Thursday
R00143,Paul Allen,IN,3,2022-05-09,12,75,3.8,2,Monday
R00143,Paul Allen,IN,3,2024-09-07,12,80,4.02,1,Saturday
R00144,Kevin Miller,IN,2,2024-04-06,15,73,5.02,2,Saturday
R00144,Kevin Miller,IN,2,2022-11-12,15,130,4.84,0,Saturday
R00144,Kevin Miller,IN,3,2021-10-01,16,115,4.83,0,Friday
R00144,Kevin Miller,IN,2,2021-04-01,17,116,5.06,0,Thursday
R00144,Kevin Miller,IN,2,2022-12-23,14,103,5.08,2,Friday
R00144,Kevin Miller,IN,2,2024-01-24,17,148,4.72,1,Wednesday
R00144,Kevin Miller,IN,3,2022-11-25,17,99,4.66,0,Friday
R00144,Kevin Miller,IN,2,2024-08-09,13,179,4.75,0,Friday
R00144,Kevin Miller,IN,2,2021-12-25,16,109,4.9,2,Saturday
R00144,Kevin Miller,IN,2,2023-08-10,14,108,5.09,1,Thursday
R00144,Kevin Miller,IN,3,2023-09-08,17,197,4.32,1,Friday
R00144,Kevin Miller,IN,2,2024-07-17,14,103,4.69,1,Wednesday
R00144,Kevin Miller,IN,3,2022-01-09,17,103,4.65,1,Sunday
R00144,Kevin Miller,IN,2,2021-10-04,16,137,5.06,1,Monday
R00144,Kevin Miller,IN,2,2021-05-10,14,110,4.8,1,Monday
R00145,Amanda Robinson,US,3,2021-03-17,10,53,4.08,2,Wednesday
R00145,Amanda Robinson,US,4,2022-08-24,11,65,4.34,1,Wednesday
R00145,Amanda Robinson,US,4,2022-02-17,5,65,4.31,0,Thursday
R00145,Amanda Robinson,US,3,2021-03-31,9,99,4.03,0,Wednesday
R00145,Amanda Robinson,US,4,2022-02-13,10,64,4.3,1,Sunday
R00145,Amanda Robinson,US,3,2021-03-27,10,83,3.88,0,Saturday
R00145,Amanda Robinson,US,3,2022-10-09,12,57,4.66,1,Sunday
R00145,Amanda Robinson,US,4,2022-09-28,8,106,4.17,2,Wednesday
R00145,Amanda Robinson,US,4,2023-11-22,10,49,4.78,1,Wednesday
R00145,Amanda Robinson,US,3,2023-03-27,15,54,4.3,2,Monday
R00145,Amanda Robinson,US,3,2024-01-18,11,44,4.57,0,Thursday
R00145,Amanda Robinson,US,4,2023-08-28,10,77,4.62,0,Monday
R00146,Thomas Williams,SE,5,2024-08-17,9,413,5.22,2,Saturday
R00146,Thomas Williams,SE,5,2022-01-27,7,277,4.6,0,Thursday
R00146,Thomas Williams,SE,5,2022-08-09,3,425,5.01,0,Tuesday
R00146,Thomas Williams,SE,5,2023-01-02,14,390,5.32,0,Monday
R00146,Thomas Williams,SE,5,2021-04-08,8,292,4.79,1,Thursday
R00146,Thomas Williams,SE,5,2024-09-04,13,81,4.85,1,Wednesday
R00146,Thomas Williams,SE,5,2022-11-11,5,236,5.2,0,Friday
R00147,Sarah Davis,IN,2,2023-01-24,23,119,5.3,2,Tuesday
R00147,Sarah Davis,IN,3,2023-06-14,20,100,5.71,2,Wednesday
R00147,Sarah Davis,IN,3,2023-03-31,23,232,5.42,0,Friday
R00147,Sarah Davis,IN,4,2023-06-20,18,233,5.58,2,Tuesday
R00147,Sarah Davis,IN,4,2023-03-03,21,202,5.38,0,Friday
R00147,Sarah Davis,IN,4,2022-11-26,20,119,5.21,0,Saturday
R00147,Sarah Davis,IN,2,2022-01-18,23,223,5.5,1,Tuesday
R00147,Sarah Davis,IN,5,2023-10-14,22,128,5.11,1,Saturday
R00147,Sarah Davis,IN,3,2023-10-16,22,135,5.28,0,Monday
R00147,Sarah Davis,IN,5,2023-01-23,17,93,5.73,3,Monday
R00147,Sarah Davis,IN,3,2023-11-30,23,240,5.55,2,Thursday
R00147,Sarah Davis,IN,3,2022-07-01,23,98,5.65,2,Friday
R00147,Sarah Davis,IN,5,2021-06-19,23,144,5.37,1,Saturday
R00147,Sarah Davis,IN,3,2023-05-20,19,241,5.51,0,Saturday
R00147,Sarah Davis,IN,3,2021-06-11,19,156,5.75,2,Friday
R00148,Margaret Hill,CA,5,2022-01-05,16,172,3.82,1,Wednesday
R00148,Margaret Hill,CA,4,2024-01-23,20,146,4.78,2,Tuesday
R00148,Margaret Hill,CA,2,2022-08-25,18,170,3.96,0,Thursday
R00148,Margaret Hill,CA,5,2022-10-20,15,63,4.9,1,Thursday
R00148,Margaret Hill,CA,3,2021-07-30,20,135,3.77,2,Friday
R00148,Margaret Hill,CA,5,2021-06-13,23,162,3.97,0,Sunday
R00148,Margaret Hill,CA,5,2022-11-03,21,107,4.27,0,Thursday
R00148,Margaret Hill,CA,5,2024-09-15,22,177,4.43,1,Sunday
R00148,Margaret Hill,CA,5,2022-08-29,19,162,3.33,2,Monday
R00149,Karen Lewis,US,4,2024-05-19,0,65,4.49,1,Sunday
R00149,Karen Lewis,US,1,2023-05-23,12,114,4.97,1,Tuesday
R00149,Karen Lewis,US,4,2021-12-08,9,72,5.93,2,Wednesday
R00149,Karen Lewis,US,3,2023-06-29,10,152,5.14,1,Thursday
R00149,Karen Lewis,US,3,2022-12-21,5,82,5.1,0,Wednesday
R00149,Karen Lewis,US,2,2023-07-05,4,180,5.15,1,Wednesday
R00149,Karen Lewis,US,5,2021-03-28,13,158,6.04,0,Sunday
R00149,Karen Lewis,US,3,2022-12-24,4,121,5.14,3,Saturday
R00149,Karen Lewis,US,1,2024-06-13,6,120,5.22,1,Thursday
R00149,Karen Lewis,US,2,2023-06-10,7,159,5.16,2,Saturday
R00150,Sarah Green,MX,4,2021-04-28,23,121,5.08,0,Wednesday
R00150,Sarah Green,MX,5,2021-06-03,22,169,5.36,0,Thursday
R00150,Sarah Green,MX,4,2024-07-29,20,142,5.04,0,Monday
R00150,Sarah Green,MX,4,2023-04-12,21,152,5.37,0,Wednesday
R00150,Sarah Green,MX,5,2023-01-15,17,132,4.77,0,Sunday
R00150,Sarah Green,MX,4,2023-11-17,18,111,4.61,0,Friday
R00150,Sarah Green,MX,4,2021-11-24,23,82,5.24,0,Wednesday
R00150,Sarah Green,MX,5,2021-03-05,23,192,4.27,0,Friday
R00150,Sarah Green,MX,4,2021-10-20,16,84,4.83,1,Wednesday
R00151,Jeffrey Hill,GB,4,2023-06-17,8,74,4.54,2,Saturday
R00151,Jeffrey Hill,GB,4,2021-03-13,9,59,4.4,3,Saturday
R00151,Jeffrey Hill,GB,4,2021-09-16,10,62,5.12,2,Thursday
R00151,Jeffrey Hill,GB,3,2021-05-18,10,30,4.86,0,Tuesday
R00151,Jeffrey Hill,GB,4,2022-04-29,9,69,4.97,0,Friday
R00151,Jeffrey Hill,GB,4,2024-08-14,13,74,4.66,0,Wednesday
R00151,Jeffrey Hill,GB,4,2023-01-21,7,51,4.65,0,Saturday
R00151,Jeffrey Hill,GB,4,2023-01-12,9,92,4.04,1,Thursday
R00151,Jeffrey Hill,GB,4,2023-02-24,6,85,4.87,0,Friday
R00151,Jeffrey Hill,GB,4,2024-03-07,10,48,4.73,0,Thursday
R00152,John Hill,IN,4,2021-11-11,19,207,5.73,0,Thursday
R00152,John Hill,IN,2,2023-07-11,21,161,5.61,0,Tuesday
R00152,John Hill,IN,2,2023-01-30,18,135,5.56,2,Monday
R00152,John Hill,IN,1,2023-02-01,21,145,5.05,2,Wednesday
R00152,John Hill,IN,3,2023-06-29,19,207,5.72,1,Thursday
R00152,John Hill,IN,2,2021-06-07,19,160,5.25,0,Monday
R00152,John Hill,IN,2,2024-03-21,19,107,5.58,0,Thursday
R00152,John Hill,IN,3,2021-10-09,20,141,5.88,0,Saturday
R00152,John Hill,IN,1,2023-12-21,19,62,5.59,0,Thursday
R00152,John Hill,IN,3,2023-01-22,19,160,5.77,0,Sunday
R00152,John Hill,IN,2,2023-03-27,20,187,5.4,0,Monday
R00153,Daniel Adams,US,4,2022-07-25,3,588,4.61,0,Monday
R00153,Daniel Adams,US,2,2022-05-27,15,355,4.88,0,Friday
R00153,Daniel Adams,US,2,2021-08-21,15,325,4.14,1,Saturday
R00153,Daniel Adams,US,4,2021-02-23,21,243,4.95,0,Tuesday
R00153,Daniel Adams,US,3,2022-01-17,15,332,4.18,1,Monday
R00153,Daniel Adams,US,3,2023-10-20,13,372,4.67,2,Friday
R00153,Daniel Adams,US,3,2023-11-27,15,251,4.53,3,Monday
R00153,Daniel Adams,US,2,2023-03-04,13,390,4.18,0,Saturday
R00153,Daniel Adams,US,1,2024-02-25,9,326,5.0,1,Sunday
R00153,Daniel Adams,US,2,2021-08-30,14,429,5.02,4,Monday
R00154,Thomas Taylor,PH,3,2023-07-03,11,145,4.91,0,Monday
R00154,Thomas Taylor,PH,3,2022-03-16,10,136,4.91,0,Wednesday
R00154,Thomas Taylor,PH,3,2024-06-07,10,120,4.38,0,Friday
R00154,Thomas Taylor,PH,3,2022-08-08,7,102,5.09,0,Monday
R00154,Thomas Taylor,PH,3,2023-10-03,13,138,4.83,0,Tuesday
R00154,Thomas Taylor,PH,2,2022-02-14,13,132,5.47,1,Monday
R00154,Thomas Taylor,PH,3,2021-09-09,8,124,5.08,1,Thursday
R00154,Thomas Taylor,PH,3,2021-10-05,11,51,5.44,0,Tuesday
R00154,Thomas Taylor,PH,2,2021-06-01,12,119,4.69,3,Tuesday
R00154,Thomas Taylor,PH,3,2023-07-15,6,96,4.65,1,Saturday
R00154,Thomas Taylor,PH,3,2021-12-20,10,24,4.84,0,Monday
R00154,Thomas Taylor,PH,3,2023-07-01,12,74,5.3,0,Saturday
R00154,Thomas Taylor,PH,3,2021-06-29,11,85,4.86,2,Tuesday
R00154,Thomas Taylor,PH,2,2022-10-17,8,106,5.17,0,Monday
R00154,Thomas Taylor,PH,3,2022-12-13,7,82,4.63,2,Tuesday
R00154,Thomas Taylor,PH,3,2021-05-13,18,129,5.01,1,Thursday
R00155,Kimberly Wright,US,4,2022-08-18,12,24,4.82,2,Thursday
R00155,Kimberly Wright,US,4,2022-09-07,12,46,5.63,0,Wednesday
R00155,Kimberly Wright,US,4,2021-11-19,14,43,5.32,1,Friday
R00155,Kimberly Wright,US,4,2024-07-30,10,66,4.5,0,Tuesday
R00155,Kimberly Wright,US,4,2021-12-23,10,20,5.48,1,Thursday
R00155,Kimberly Wright,US,5,2023-01-11,13,41,4.92,1,Wednesday
R00155,Kimberly Wright,US,4,2023-11-08,12,33,4.41,1,Wednesday
R00155,Kimberly Wright,US,4,2022-04-05,14,55,5.06,0,Tuesday
R00156,Linda Gonzalez,US,4,2021-10-12,23,152,5.06,0,Tuesday
R00156,Linda Gonzalez,US,3,2022-04-30,18,71,4.38,3,Saturday
R00156,Linda Gonzalez,US,4,2023-10-09,21,20,5.05,1,Monday
R00156,Linda Gonzalez,US,1,2021-02-23,12,124,4.68,0,Tuesday
R00156,Linda Gonzalez,US,1,2023-01-10,23,117,5.26,1,Tuesday
R00156,Linda Gonzalez,US,4,2024-02-09,19,159,4.73,1,Friday
R00156,Linda Gonzalez,US,5,2024-03-18,18,79,4.72,0,Monday
R00156,Linda Gonzalez,US,1,2023-01-26,23,127,4.73,2,Thursday
R00156,Linda Gonzalez,US,5,2023-08-16,22,140,4.68,2,Wednesday
R00156,Linda Gonzalez,US,4,2024-02-04,23,173,4.76,1,Sunday
R00156,Linda Gonzalez,US,4,2021-09-23,23,146,4.93,1,Thursday
R00157,Donna Garcia,GB,2,2021-05-15,10,257,5.46,0,Saturday
R00157,Donna Garcia,GB,3,2022-09-26,17,170,5.21,0,Monday
R00157,Donna Garcia,GB,3,2023-03-27,12,323,4.9,1,Monday
R00157,Donna Garcia,GB,3,2023-09-08,12,261,5.11,0,Friday
R00157,Donna Garcia,GB,3,2023-12-13,16,194,5.09,1,Wednesday
R00157,Donna Garcia,GB,3,2023-04-22,16,303,5.24,1,Saturday
R00157,Donna Garcia,GB,3,2023-04-19,12,263,5.39,0,Wednesday
R00157,Donna Garcia,GB,3,2024-03-23,12,503,5.21,0,Saturday
R00158,Robert Rodriguez,US,1,2022-10-12,12,412,5.11,2,Wednesday
R00158,Robert Rodriguez,US,3,2024-08-08,13,82,4.76,0,Thursday
R00158,Robert Rodriguez,US,3,2021-06-01,16,257,4.07,0,Tuesday
R00158,Robert Rodriguez,US,2,2023-07-11,10,305,5.13,0,Tuesday
R00158,Robert Rodriguez,US,5,2023-08-13,15,389,4.38,1,Sunday
R00158,Robert Rodriguez,US,1,2023-11-26,13,454,4.82,3,Sunday
R00158,Robert Rodriguez,US,4,2022-12-07,12,177,4.84,0,Wednesday
R00158,Robert Rodriguez,US,4,2021-09-20,14,278,4.63,1,Monday
R00158,Robert Rodriguez,US,1,2024-02-04,12,232,4.68,0,Sunday
R00158,Robert Rodriguez,US,5,2024-08-03,13,341,5.19,0,Saturday
R00158,Robert Rodriguez,US,3,2024-04-18,11,394,4.54,1,Thursday
R00158,Robert Rodriguez,US,3,2022-01-08,13,509,5.05,1,Saturday
R00158,Robert Rodriguez,US,1,2021-09-22,14,377,4.49,0,Wednesday
R00159,Margaret Allen,IT,5,2021-04-24,15,299,4.23,0,Saturday
R00159,Margaret Allen,IT,4,2021-09-12,15,180,4.28,0,Sunday
R00159,Margaret Allen,IT,5,2023-11-28,14,217,4.11,0,Tuesday
R00159,Margaret Allen,IT,4,2021-11-10,15,232,3.89,0,Wednesday
R00159,Margaret Allen,IT,5,2022-09-15,15,192,4.19,0,Thursday
R00159,Margaret Allen,IT,5,2021-12-04,12,61,4.11,0,Saturday
R00159,Margaret Allen,IT,4,2021-11-28,14,179,4.38,1,Sunday
R00159,Margaret Allen,IT,5,2022-10-23,12,63,4.0,1,Sunday
R00159,Margaret Allen,IT,5,2022-04-07,11,158,4.28,0,Thursday
R00159,Margaret Allen,IT,5,2022-12-10,14,302,3.79,0,Saturday
R00160,Dorothy Jackson,IN,4,2021-06-11,7,132,5.01,1,Friday
R00160,Dorothy Jackson,IN,4,2022-05-29,8,190,5.39,2,Sunday
R00160,Dorothy Jackson,IN,4,2022-02-07,15,139,5.26,2,Monday
R00160,Dorothy Jackson,IN,4,2024-07-24,16,179,5.33,0,Wednesday
R00160,Dorothy Jackson,IN,3,2024-02-03,7,74,4.4,0,Saturday
R00160,Dorothy Jackson,IN,4,2022-07-17,6,150,5.57,0,Sunday
R00160,Dorothy Jackson,IN,4,2021-09-14,10,152,5.23,1,Tuesday
R00160,Dorothy Jackson,IN,4,2024-07-04,10,79,5.31,0,Thursday
R00160,Dorothy Jackson,IN,4,2022-09-13,10,33,5.24,1,Tuesday
R00160,Dorothy Jackson,IN,3,2024-06-12,6,133,4.96,2,Wednesday
R00160,Dorothy Jackson,IN,3,2023-12-29,17,212,4.36,0,Friday
R00160,Dorothy Jackson,IN,4,2021-07-11,0,160,5.35,0,Sunday
R00161,Andrew Adams,US,5,2021-12-12,12,185,4.51,1,Sunday
R00161,Andrew Adams,US,1,2024-04-27,11,80,5.05,0,Saturday
R00161,Andrew Adams,US,4,2024-04-04,15,180,4.44,0,Thursday
R00161,Andrew Adams,US,5,2021-11-12,12,189,4.26,1,Friday
R00161,Andrew Adams,US,2,2021-12-17,14,184,4.84,2,Friday
R00161,Andrew Adams,US,5,2024-09-11,18,197,4.6,1,Wednesday
R00161,Andrew Adams,US,2,2024-07-02,18,172,4.1,0,Tuesday
R00161,Andrew Adams,US,2,2024-05-24,19,122,4.86,1,Friday
R00161,Andrew Adams,US,2,2022-11-23,19,229,3.75,5,Wednesday
R00161,Andrew Adams,US,5,2024-02-29,17,102,4.81,2,Thursday
R00161,Andrew Adams,US,2,2021-03-26,20,152,4.54,0,Friday
R00162,Jason Johnson,US,2,2021-06-16,23,194,4.3,1,Wednesday
R00162,Jason Johnson,US,3,2021-04-04,18,172,4.41,1,Sunday
R00162,Jason Johnson,US,3,2024-08-06,20,83,4.44,0,Tuesday
R00162,Jason Johnson,US,2,2024-03-27,23,200,4.75,0,Wednesday
R00162,Jason Johnson,US,1,2022-06-27,23,163,4.31,3,Monday
R00162,Jason Johnson,US,3,2024-08-26,23,155,4.34,0,Monday
R00162,Jason Johnson,US,2,2022-03-08,22,112,4.33,0,Tuesday
R00162,Jason Johnson,US,4,2024-03-17,23,196,4.61,0,Sunday
R00162,Jason Johnson,US,3,2023-05-04,19,210,4.43,0,Thursday
R00163,Donna Green,US,4,2021-03-04,19,126,4.96,0,Thursday
R00163,Donna Green,US,3,2023-10-17,18,112,5.71,1,Tuesday
R00163,Donna Green,US,4,2024-07-08,21,91,4.9,0,Monday
R00163,Donna Green,US,3,2024-01-23,18,69,5.43,0,Tuesday
R00163,Donna Green,US,4,2022-08-17,21,81,5.28,1,Wednesday
R00163,Donna Green,US,4,2024-08-07,20,148,5.42,0,Wednesday
R00163,Donna Green,US,4,2022-09-11,18,70,5.91,0,Sunday
R00163,Donna Green,US,3,2023-09-17,19,40,4.96,0,Sunday
R00163,Donna Green,US,3,2022-05-17,20,135,5.21,0,Tuesday
R00163,Donna Green,US,4,2023-04-12,23,113,5.1,0,Wednesday
R00163,Donna Green,US,4,2022-09-02,19,124,5.31,0,Friday
R00163,Donna Green,US,4,2023-07-18,21,81,5.28,0,Tuesday
R00163,Donna Green,US,4,2021-05-30,19,119,5.24,0,Sunday
R00163,Donna Green,US,3,2021-05-03,21,146,5.45,0,Monday
R00164,William Lewis,DE,5,2023-05-02,9,79,4.08,0,Tuesday
R00164,William Lewis,DE,5,2023-09-19,5,67,4.24,1,Tuesday
R00164,William Lewis,DE,4,2023-08-10,6,67,3.9,0,Thursday
R00164,William Lewis,DE,4,2022-02-22,9,94,4.03,0,Tuesday
R00164,William Lewis,DE,5,2022-11-28,13,130,4.02,1,Monday
R00164,William Lewis,DE,4,2024-05-27,10,63,4.22,0,Monday
R00164,William Lewis,DE,4,2021-10-22,4,105,3.88,0,Friday
R00164,William Lewis,DE,5,2022-10-03,11,93,3.56,0,Monday
R00164,William Lewis,DE,5,2022-10-16,8,98,3.76,0,Sunday
R00164,William Lewis,DE,5,2022-12-09,12,57,3.49,1,Friday
R00164,William Lewis,DE,5,2023-03-28,6,53,3.34,0,Tuesday
R00164,William Lewis,DE,5,2021-09-25,12,66,4.25,0,Saturday
R00164,William Lewis,DE,5,2023-01-29,9,44,4.56,1,Sunday
R00164,William Lewis,DE,4,2023-11-21,8,81,4.02,0,Tuesday
R00165,Kimberly Miller,US,2,2022-10-16,13,128,4.36,3,Sunday
R00165,Kimberly Miller,US,2,2022-05-11,11,208,5.04,2,Wednesday
R00165,Kimberly Miller,US,1,2023-08-14,10,137,4.92,3,Monday
R00165,Kimberly Miller,US,2,2021-09-08,11,185,4.94,1,Wednesday
R00165,Kimberly Miller,US,2,2022-07-02,12,100,3.96,3,Saturday
R00165,Kimberly Miller,US,1,2023-07-10,12,179,4.89,1,Monday
R00165,Kimberly Miller,US,1,2022-05-23,13,178,4.83,0,Monday
R00165,Kimberly Miller,US,2,2021-10-16,11,193,4.42,0,Saturday
R00165,Kimberly Miller,US,2,2021-07-18,12,125,4.29,1,Sunday
R00165,Kimberly Miller,US,1,2021-04-14,11,199,4.86,1,Wednesday
R00166,Charles Harris,GB,3,2024-06-14,10,94,5.34,0,Friday
R00166,Charles Harris,GB,2,2023-05-07,8,86,5.53,0,Sunday
R00166,Charles Harris,GB,3,2022-05-24,8,171,4.97,0,Tuesday
R00166,Charles Harris,GB,3,2021-11-24,2,52,5.21,0,Wednesday
R00166,Charles Harris,GB,3,2022-11-02,13,76,4.97,0,Wednesday
R00166,Charles Harris,GB,3,2024-03-29,9,80,4.96,0,Friday
R00166,Charles Harris,GB,5,2022-10-03,11,120,5.11,0,Monday
R00166,Charles Harris,GB,4,2022-01-24,4,77,4.94,0,Monday
R00166,Charles Harris,GB,4,2021-11-23,14,78,5.25,0,Tuesday
R00166,Charles Harris,GB,4,2023-10-18,11,136,5.16,0,Wednesday
R00166,Charles Harris,GB,3,2023-11-21,5,53,4.81,0,Tuesday
R00166,Charles Harris,GB,4,2023-08-15,10,46,5.31,0,Tuesday
R00166,Charles Harris,GB,2,2023-10-19,3,110,4.94,0,Thursday
R00166,Charles Harris,GB,3,2022-09-24,11,107,5.09,1,Saturday
R00166,Charles Harris,GB,3,2023-10-16,5,125,5.66,0,Monday
R00166,Charles Harris,GB,2,2021-02-17,6,64,5.27,0,Wednesday
R00166,Charles Harris,GB,3,2021-07-04,4,94,5.05,0,Sunday
R00166,Charles Harris,GB,4,2023-03-17,12,90,4.64,0,Friday
R00167,Andrew Robinson,GB,3,2022-05-09,8,83,4.7,0,Monday
R00167,Andrew Robinson,GB,3,2022-03-17,4,102,4.62,1,Thursday
R00167,Andrew Robinson,GB,3,2024-04-09,7,120,5.06,3,Tuesday
R00167,Andrew Robinson,GB,3,2022-12-24,8,74,4.23,0,Saturday
R00167,Andrew Robinson,GB,4,2021-04-10,8,92,4.78,1,Saturday
R00167,Andrew Robinson,GB,3,2021-04-14,8,104,4.74,0,Wednesday
R00167,Andrew Robinson,GB,3,2022-07-31,9,110,4.52,0,Sunday
R00167,Andrew Robinson,GB,3,2023-10-11,8,124,4.18,0,Wednesday
R00167,Andrew Robinson,GB,3,2024-05-08,9,105,4.64,1,Wednesday
R00167,Andrew Robinson,GB,4,2024-09-01,7,110,4.5,0,Sunday
R00167,Andrew Robinson,GB,3,2023-08-22,6,131,4.35,0,Tuesday
R00167,Andrew Robinson,GB,3,2022-08-09,7,110,4.49,2,Tuesday
R00167,Andrew Robinson,GB,4,2024-01-05,6,103,4.5,0,Friday
R00167,Andrew Robinson,GB,3,2021-01-17,6,99,4.58,1,Sunday
R00168,Jeffrey Miller,US,4,2023-06-02,19,236,4.72,0,Friday
R00168,Jeffrey Miller,US,4,2021-10-02,21,214,5.03,0,Saturday
R00168,Jeffrey Miller,US,4,2022-06-26,16,206,5.21,0,Sunday
R00168,Jeffrey Miller,US,4,2023-01-20,20,125,4.93,0,Friday
R00168,Jeffrey Miller,US,4,2023-04-06,21,158,5.52,1,Thursday
R00168,Jeffrey Miller,US,4,2023-01-20,16,156,5.16,0,Friday
R00168,Jeffrey Miller,US,4,2021-04-03,23,151,5.08,0,Saturday
R00168,Jeffrey Miller,US,4,2023-04-01,15,273,4.71,0,Saturday
R00168,Jeffrey Miller,US,4,2021-04-15,13,219,5.24,0,Thursday
R00169,Joshua Scott,KE,2,2022-02-03,18,379,5.24,1,Thursday
R00169,Joshua Scott,KE,4,2023-01-13,18,535,4.91,2,Friday
R00169,Joshua Scott,KE,4,2024-02-08,11,360,4.52,0,Thursday
R00169,Joshua Scott,KE,4,2022-08-15,15,380,4.31,4,Monday
R00169,Joshua Scott,KE,3,2021-05-31,18,499,4.66,0,Monday
R00169,Joshua Scott,KE,4,2023-03-03,20,415,4.63,0,Friday
R00169,Joshua Scott,KE,4,2023-10-30,16,519,4.59,1,Monday
R00169,Joshua Scott,KE,4,2023-07-12,21,262,4.66,1,Wednesday
R00169,Joshua Scott,KE,3,2024-02-01,20,426,4.8,0,Thursday
R00169,Joshua Scott,KE,4,2022-07-27,18,373,5.22,1,Wednesday
R00169,Joshua Scott,KE,4,2024-06-30,19,313,4.72,0,Sunday
